"Dataset","Network","Module","Mod_Def","Percent"
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.226_minSize15_merge_ME_0.85_18621","darkmagenta","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.226_minSize20_merge_ME_0.85_18621","yellowgreen","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.226_minSize8_merge_ME_0.85_18621","yellowgreen","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.251_minSize10_merge_ME_0.85_18621","paleturquoise","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.251_minSize12_merge_ME_0.85_18621","steelblue","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.251_minSize15_merge_ME_0.85_18621","paleturquoise","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.251_minSize20_merge_ME_0.85_18621","paleturquoise","Seed",4.76190476190476
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.251_minSize8_merge_ME_0.85_18621","violet","Seed",4.76190476190476
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize12_merge_ME_0.85_42548","magenta","Seed",4.6875
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize15_merge_ME_0.85_42548","black","Seed",4.6875
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize10_merge_ME_0.85_42548","royalblue","Seed",4.65116279069767
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize12_merge_ME_0.85_42548","lightgreen","Seed",4.65116279069767
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize12_merge_ME_0.85_42548","grey60","Seed",4.65116279069767
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.369_minSize12_merge_ME_0.85_42548","ivory","Seed",4.54545454545455
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.369_minSize15_merge_ME_0.85_42548","sienna3","Seed",4.54545454545455
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.369_minSize20_merge_ME_0.85_42548","orangered4","Seed",4.54545454545455
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize20_merge_ME_0.85_42548","white","Seed",4.54545454545455
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize20_merge_ME_0.85_42548","royalblue","Seed",4.54545454545455
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.413_minSize20_merge_ME_0.85_42548","salmon","Seed",4.54545454545455
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize20_merge_ME_0.85_54613","navajowhite2","Seed",4.54545454545455
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize10_merge_ME_0.85_42548","bisque4","Seed",4.54545454545455
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize10_merge_ME_0.85_42548","skyblue3","Seed",4.54545454545455
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.41_minSize10_merge_ME_0.85_21860","darkgrey","Seed",4.54545454545455
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.403_minSize12_merge_ME_0.85_42548","mediumorchid","Seed",4.54545454545455
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.403_minSize15_merge_ME_0.85_42548","darkorange2","Seed",4.54545454545455
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.403_minSize20_merge_ME_0.85_42548","sienna3","Seed",4.54545454545455
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.459_minSize10_merge_ME_0.85_42548","coral1","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize10_merge_ME_0.85_42548","plum1","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize12_merge_ME_0.85_42548","steelblue","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize15_merge_ME_0.85_42548","darkred","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize20_merge_ME_0.85_42548","lightcyan","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.43_minSize10_merge_ME_0.85_42548","darkmagenta","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.43_minSize12_merge_ME_0.85_42548","darkgreen","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.43_minSize15_merge_ME_0.85_42548","grey60","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.43_minSize20_merge_ME_0.85_42548","salmon","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize10_merge_ME_0.85_42548","darkred","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize12_merge_ME_0.85_42548","tan","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize15_merge_ME_0.85_42548","magenta","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize20_merge_ME_0.85_42548","black","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize8_merge_ME_0.85_42548","orange","Seed",4.54545454545455
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","mediumorchid","Seed",4.54545454545455
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize15_merge_ME_0.85_42548","coral1","Seed",4.54545454545455
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize20_merge_ME_0.85_42548","mediumorchid","Seed",4.54545454545455
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize12_merge_ME_0.85_42548","lightpink4","Seed",4.54545454545455
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize15_merge_ME_0.85_42548","salmon4","Seed",4.54545454545455
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize20_merge_ME_0.85_42548","maroon","Seed",4.54545454545455
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.37_minSize10_merge_ME_0.85_42548","purple","Seed",4.47761194029851
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.557_minSize12_merge_ME_0.85_42548","black","Seed",4.44444444444444
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.369_minSize20_merge_ME_0.85_42548","paleturquoise","Seed",4.34782608695652
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.393_minSize20_merge_ME_0.85_42548","darkgreen","Seed",4.34782608695652
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize15_merge_ME_0.85_42548","lightcyan","Seed",4.34782608695652
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize20_merge_ME_0.85_42548","purple","Seed",4.34782608695652
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize10_merge_ME_0.85_17418","darkgreen","Seed",4.34782608695652
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize8_merge_ME_0.85_17418","darkgrey","Seed",4.34782608695652
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_27357","mediumorchid","Seed",4.34782608695652
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize12_merge_ME_0.85_27357","coral1","Seed",4.34782608695652
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize15_merge_ME_0.85_27357","thistle2","Seed",4.34782608695652
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize20_merge_ME_0.85_27357","brown4","Seed",4.34782608695652
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize12_merge_ME_0.85_42548","lightcyan1","Seed",4.34782608695652
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize15_merge_ME_0.85_42548","steelblue","Seed",4.34782608695652
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize20_merge_ME_0.85_42548","royalblue","Seed",4.34782608695652
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.43_minSize10_merge_ME_0.85_42548","black","Seed",4.22535211267606
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.403_minSize10_merge_ME_0.85_23987","darkorange","Seed",4.16666666666667
"Lu 2012 E-MEXP-3239 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.489_minSize20_merge_ME_0.85_32968","darkgreen","Seed",4.16666666666667
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.337_minSize10_merge_ME_0.85_43946","antiquewhite4","Seed",4.16666666666667
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.546_minSize8_merge_ME_0.85_18621","brown","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.183_minSize10_merge_ME_0.85_18621","darkgreen","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.183_minSize12_merge_ME_0.85_18621","darkred","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.183_minSize15_merge_ME_0.85_18621","darkred","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.183_minSize20_merge_ME_0.85_18621","royalblue","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.183_minSize8_merge_ME_0.85_18621","darkgreen","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize10_merge_ME_0.85_18621","lightyellow","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize12_merge_ME_0.85_18621","lightyellow","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize15_merge_ME_0.85_18621","royalblue","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize20_merge_ME_0.85_18621","lightgreen","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize8_merge_ME_0.85_18621","lightyellow","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize10_merge_ME_0.85_18621","lightcyan","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize12_merge_ME_0.85_18621","lightcyan","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize15_merge_ME_0.85_18621","salmon","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize20_merge_ME_0.85_18621","tan","Seed",4.16666666666667
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize8_merge_ME_0.85_18621","lightcyan","Seed",4.16666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.6_minSize8_merge_ME_0.85_42548","red","Seed",4.08163265306122
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize10_merge_ME_0.85_23987","lightgreen","Seed",4
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","midnightblue","Seed",4
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.611_minSize10_merge_ME_0.85_26167","pink","Seed",4
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.675_minSize10_merge_ME_0.85_42548","purple","Seed",4
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.675_minSize8_merge_ME_0.85_42548","purple","Seed",4
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.413_minSize10_merge_ME_0.85_54613","violet","Seed",4
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.393_minSize20_merge_ME_0.85_42548","darkturquoise","Seed",4
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.417_minSize20_merge_ME_0.85_42548","lightgreen","Seed",4
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize10_merge_ME_0.85_42548","mediumpurple3","Seed",4
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize20_merge_ME_0.85_42548","tan","Seed",4
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.297_minSize12_merge_ME_0.85_42548","orangered4","Seed",4
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.297_minSize15_merge_ME_0.85_42548","plum1","Seed",4
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.297_minSize20_merge_ME_0.85_42548","violet","Seed",4
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.341_minSize8_merge_ME_0.85_42548","paleturquoise","Seed",4
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.633_minSize10_merge_ME_0.85_17814","saddlebrown","Seed",4
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize10_merge_ME_0.85_42548","magenta","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.443_minSize10_merge_ME_0.85_22011","skyblue3","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.443_minSize12_merge_ME_0.85_22011","darkolivegreen","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.443_minSize15_merge_ME_0.85_22011","paleturquoise","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.443_minSize20_merge_ME_0.85_22011","darkorange","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.443_minSize8_merge_ME_0.85_22011","lightsteelblue1","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.473_minSize10_merge_ME_0.85_22011","orangered4","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.473_minSize12_merge_ME_0.85_22011","sienna3","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.473_minSize15_merge_ME_0.85_22011","orange","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.473_minSize20_merge_ME_0.85_22011","darkgrey","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.473_minSize8_merge_ME_0.85_22011","orangered4","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.509_minSize10_merge_ME_0.85_22011","violet","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.509_minSize12_merge_ME_0.85_22011","skyblue","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.509_minSize15_merge_ME_0.85_22011","orange","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.509_minSize20_merge_ME_0.85_22011","darkred","Seed",4
"Trabzuni 2013 GSE46706 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.509_minSize8_merge_ME_0.85_22011","violet","Seed",4
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.324_minSize20_merge_ME_0.85_42548","grey60","Seed",3.84615384615385
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.324_minSize20_merge_ME_0.85_42548","lightgreen","Seed",3.84615384615385
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.417_minSize12_merge_ME_0.85_42548","sienna3","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize10_merge_ME_0.85_43946","salmon2","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize12_merge_ME_0.85_43946","plum3","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize15_merge_ME_0.85_43946","yellow4","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.251_minSize20_merge_ME_0.85_43946","maroon","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.271_minSize10_merge_ME_0.85_43946","darkolivegreen4","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.271_minSize12_merge_ME_0.85_43946","plum","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.271_minSize15_merge_ME_0.85_43946","darkseagreen4","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.271_minSize20_merge_ME_0.85_43946","darkslateblue","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.297_minSize10_merge_ME_0.85_43946","lightsteelblue","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.297_minSize12_merge_ME_0.85_43946","yellow4","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.297_minSize15_merge_ME_0.85_43946","thistle1","Seed",3.84615384615385
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.297_minSize20_merge_ME_0.85_43946","bisque4","Seed",3.84615384615385
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize20_merge_ME_0.85_27357","skyblue3","Seed",3.84615384615385
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.319_minSize20_merge_ME_0.85_27357","violet","Seed",3.84615384615385
"Turkheimer 2006 GSE2817 RDP Tumor OR QN BC A.1.1.1.1","Bicor-None_signum0.403_minSize20_merge_ME_0.85_42548","steelblue","Seed",3.84615384615385
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize10_merge_ME_0.85_23987","floralwhite","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize12_merge_ME_0.85_22011","lightgreen","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize15_merge_ME_0.85_22011","midnightblue","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize20_merge_ME_0.85_22011","tan","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize12_merge_ME_0.85_22011","royalblue","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize15_merge_ME_0.85_22011","salmon","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize20_merge_ME_0.85_22011","greenyellow","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.471_minSize12_merge_ME_0.85_22011","tan","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.471_minSize20_merge_ME_0.85_22011","magenta","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.515_minSize10_merge_ME_0.85_22011","cyan","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.584_minSize10_merge_ME_0.85_22011","tan","Seed",3.7037037037037
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.584_minSize8_merge_ME_0.85_22011","salmon","Seed",3.7037037037037
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.473_minSize10_merge_ME_0.85_42548","salmon","Seed",3.7037037037037
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.473_minSize12_merge_ME_0.85_42548","salmon","Seed",3.7037037037037
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.393_minSize12_merge_ME_0.85_42548","mediumpurple3","Seed",3.7037037037037
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.6_minSize8_merge_ME_0.85_42548","magenta","Seed",3.7037037037037
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.46_minSize10_merge_ME_0.85_19000","darkolivegreen","Seed",3.7037037037037
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.46_minSize8_merge_ME_0.85_19000","darkmagenta","Seed",3.7037037037037
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.488_minSize10_merge_ME_0.85_19000","saddlebrown","Seed",3.7037037037037
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.488_minSize8_merge_ME_0.85_19000","darkorange","Seed",3.7037037037037
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize12_merge_ME_0.85_42548","pink","Seed",3.65853658536585
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize15_merge_ME_0.85_42548","black","Seed",3.65853658536585
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.37_minSize12_merge_ME_0.85_42548","pink","Seed",3.65853658536585
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.37_minSize15_merge_ME_0.85_42548","black","Seed",3.65853658536585
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.577_minSize15_merge_ME_0.85_42548","black","Seed",3.63636363636364
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize10_merge_ME_0.85_23987","ivory","Seed",3.57142857142857
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize12_merge_ME_0.85_23987","orangered4","Seed",3.57142857142857
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize15_merge_ME_0.85_23987","skyblue3","Seed",3.57142857142857
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize20_merge_ME_0.85_23987","paleturquoise","Seed",3.57142857142857
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize8_merge_ME_0.85_23987","darkslateblue","Seed",3.57142857142857
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize20_merge_ME_0.85_17418","grey60","Seed",3.57142857142857
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize10_merge_ME_0.85_20785","darkgrey","Seed",3.57142857142857
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize12_merge_ME_0.85_20785","royalblue","Seed",3.57142857142857
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize8_merge_ME_0.85_20785","darkorange","Seed",3.57142857142857
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.429_minSize10_merge_ME_0.85_20785","lightyellow","Seed",3.57142857142857
