"Dataset","Network","Mod_Def","SetID","Module","Min_Pval","SetName"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7717","greenyellow","0.000457961109792675","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7718","greenyellow","0.000371467758329709","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7719","greenyellow","0.00215967409724643","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7720","greenyellow","0.00256870145301267","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7721","darkgreen","0.00135847892677555","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7722","tan","0.00133068116084087","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7723","tan","0.00028036016906292","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7724","darkturquoise","0.00899359402727976","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7725","turquoise","0.00678397550358454","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7726","tan","0.0010897020992206","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7727","greenyellow","0.00448180137876724","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7728","greenyellow","0.00402808364482187","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7729","pink","0.000183736599303367","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7730","pink","0.00256816876753959","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7753","yellow","0.00211096144399149","JAKEL_2019_NEURON3"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7754","grey60","0.00091494330056865","JAKEL_2019_NEURON4"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7755","skyblue","0.000198620669463746","JAKEL_2019_NEURON5"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET8689","violet","0.0405425205824621","MONJE_UP_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize12_merge_ME_0.85_23987","TOPMODPOSBC","MOSET8690","salmon","0.0985030420778161","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET6733","purple","0.0634955629728718","ZENG_HUMAN_INTERNEURON_MARKERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET6831","darkred","0.000332785294011927","Raju_18GW_INTERNEURONS_SEED"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET6832","greenyellow","0.00272817660910428","Raju_18GW_INTERNEURONS_BC"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7028","red","0.00821080980854","kelley_neuron"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7054","turquoise","0.0610279397722362","kelley_neuron.2"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7118","royalblue","0.00971481119930066","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7522","purple","0.000283146372766919","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7526","greenyellow","0.00307194043582129","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7527","purple","0.000239950048246994","YANG_PFC_2021_VIP_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7528","purple","0.000120339969531113","YANG_PFC_2021_PV_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7529","purple","0.00895553050781242","YANG_PFC_2021_SST_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7530","red","0.0178807428316705","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7531","greenyellow","0.0298466643166666","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7532","red","0.0048041639570537","YANG_PFC_2021_SV2C_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7551","purple","0.000108420118213438","YANG_2021_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7597","black","0.0208233795331722","GRUBMAN_2019_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7604","greenyellow","0.00365983228145479","ABSINTA_2021_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7679","darkred","0.000402724146260413","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7680","darkred","0.012109454167194","LUO_2019_EXC_L1_3_CUX2_SLC35F3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7681","royalblue","0.00233412995761616","LUO_2019_EXC_L2_4_RORB_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7682","black","0.0065018360373116","LUO_2019_EXC_L4_5_FOXP2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7683","darkred","0.000994056079638397","LUO_2019_EXC_L4_5_TOX_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7684","darkred","0.000452374917822008","LUO_2019_EXC_L4_6_LRRK1_ADAMTSL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7685","greenyellow","0.000630961679271031","LUO_2019_EXC_L4_6_LRRK1_MLLT3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7686","black","0.00161109989225711","LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7687","cyan","0.00126247887170773","LUO_2019_EXC_L4_PLCH1_ARHGAP15_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7688","royalblue","0.0197623636565023","LUO_2019_EXC_L4_PLCH1_CUX2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7689","darkred","0.00248566416426724","LUO_2019_EXC_L5_6_PDZRN4_CUX1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7690","tan","0.00308289163024637","LUO_2019_EXC_L5_6_PDZRN4_RGS6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7691","tan","0.00110813255799298","LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7692","black","0.00145734662362604","LUO_2019_EXC_L6_TLE4_CPNE4_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7693","turquoise","0.000416180389709263","LUO_2019_EXC_L6_TLE4_LMO1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7694","turquoise","0.00687192209564187","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7695","black","0.00369956950816431","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7696","turquoise","0.00126041280401162","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7697","black","0.00665100253551612","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7698","royalblue","0.000549565363383236","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7699","black","0.000472959033247936","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7700","black","0.00217255938694116","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7701","black","0.000337816118977934","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7702","royalblue","0.00228325383576778","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7703","tan","0.00973085834776913","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7704","black","0.00499402890247449","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7705","turquoise","0.000509420782163116","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7706","tan","0.000156172096384174","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7707","turquoise","0.00368397385605431","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7708","salmon","0.0316499340973007","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7709","purple","0.0449812297774858","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7710","turquoise","0.000416180389709263","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7711","black","0.0498285843788985","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7712","turquoise","0.00128880089582807","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7713","turquoise","0.00471910962506668","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7714","salmon","0.00377672669521563","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7715","cyan","0.0017008290367566","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7716","darkred","0.000203701630141017","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7717","royalblue","0.000143313557751778","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7718","darkred","0.00736755800429467","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7719","royalblue","0.000208538290837837","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7720","royalblue","0.000143313557751778","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7721","lightgreen","0.0243351192084158","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7722","darkred","0.0111155294643537","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7723","darkred","0.000706114434483799","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7724","turquoise","0.00959425493023377","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7725","cyan","0.0557948126170116","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7726","darkred","0.017507597926698","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7727","royalblue","0.00803983798543152","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7728","turquoise","0.0104455643552232","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7729","red","0.000231347534982903","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7730","black","0.000412724482877242","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7753","greenyellow","0.00257814149202432","JAKEL_2019_NEURON3"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7754","purple","0.00039549124498916","JAKEL_2019_NEURON4"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7755","purple","0.000966844419628609","JAKEL_2019_NEURON5"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET8689","cyan","0.204303099057709","MONJE_UP_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize15_merge_ME_0.85_23987","TOPMODPOSBC","MOSET8690","tan","0.0416447209167826","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET6733","red","0.120178305197495","ZENG_HUMAN_INTERNEURON_MARKERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET6831","red","0.000247306869902504","Raju_18GW_INTERNEURONS_SEED"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET6832","red","0.0296387391552168","Raju_18GW_INTERNEURONS_BC"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7028","turquoise","0.151857991545908","kelley_neuron"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7054","turquoise","0.0545173488636681","kelley_neuron.2"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7118","red","0.000117746701468456","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7522","green","0.99866603291406","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7526","brown","0.999398328769256","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7527","yellow","0.96316375551548","YANG_PFC_2021_VIP_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7528","green","0.968305462218264","YANG_PFC_2021_PV_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7529","green","0.918213403902191","YANG_PFC_2021_SST_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7530","brown","0.995143018378121","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7531","yellow","0.997465022290511","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7532","brown","0.923194224838693","YANG_PFC_2021_SV2C_INTERNEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7551","green","0.899689762373513","YANG_2021_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7597","turquoise","0.0328346725205117","GRUBMAN_2019_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSBC","MOSET7604","green","0.995407926440244","ABSINTA_2021_NEURON"
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.548_minSize20_merge_ME_0.85_23987","TOPMODPOSFDR","MOSET7679","red","0.000483697900214686","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
